CaseID,weight,XSPANISH,INTERNET,Q1,Q2_A,Q2_B,Q2_C,Q2_D,Q2_E,Q2_Refused,Q3,Q4,Q5_A,Q5_B,Q5_C,Q5_D,Q5_E,Q5_F,Q5_Refused,Q7,Q9,Q10,Q11,Q12,Q13,Q14,INTMOB,INTFREQ,SMART1,SNSINT2,PPAGE,PPEDUCAT,PPETHM,PPGENDER,PPINCIMP,PPMSACAT,PPSTATEN,PPWORK
494,.9697,1,1,6,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,2,3,3,3,1,2,6,1,2,1,1,44,2,1,1,5,1,72,1
495,.6586,1,3,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,1,3,6,2,5,2,2,67,3,1,2,4,1,59,5
496,.7317,1,1,2,0,0,0,1,0,0,5,2,0,0,0,0,0,1,0,2,3,2,2,1,2,6,1,1,1,2,73,4,1,1,19,1,21,5
497,.7098,1,1,2,0,0,0,1,0,0,5,2,0,0,0,0,0,1,0,2,3,2,2,1,2,6,2,2,2,1,77,3,4,1,12,1,86,5
498,.8352,1,1,6,0,0,0,1,0,0,5,3,0,0,0,0,1,0,0,6,3,3,2,1,2,6,2,3,2,1,56,2,1,2,5,1,31,6
499,.9358,1,1,6,0,0,0,1,0,0,5,3,1,1,1,1,0,0,0,6,3,3,3,1,2,6,1,2,1,1,32,3,1,2,13,1,74,7
501,1.2477,1,1,6,0,0,0,1,0,0,5,2,0,0,1,0,0,0,0,6,1,1,1,1,2,6,1,2,1,2,48,3,3,2,12,1,95,1
502,.9056,1,1,5,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,6,3,3,3,2,3,6,1,3,1,1,37,3,1,2,12,0,47,7
503,.5836,1,3,6,0,1,0,0,0,0,5,3,0,0,0,0,0,1,0,6,3,3,3,2,1,6,2,5,2,1,84,3,1,2,5,1,34,5
504,.8302,1,1,2,1,0,0,0,0,0,2,2,1,1,1,0,0,0,0,2,1,2,2,1,2,6,1,1,1,2,48,4,1,2,16,1,62,1
505,1.2228,1,2,1,0,0,0,1,0,0,5,2,0,0,1,0,0,0,0,2,2,2,2,2,2,1,1,4,1,1,28,3,1,1,16,1,16,4
506,.6492,1,2,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,3,6,2,5,1,2,86,4,1,1,16,1,88,5
507,.7427,1,2,2,0,0,0,1,0,0,5,3,1,1,1,1,0,0,0,2,3,1,2,1,3,6,1,5,2,2,57,3,1,2,6,1,92,1
509,.8412,1,1,6,0,0,0,1,0,0,5,2,0,0,0,1,0,0,0,2,1,1,1,1,2,3,1,1,1,1,34,4,1,1,15,1,93,1
510,.9083,1,1,2,0,0,0,1,0,0,5,2,0,0,1,0,0,0,0,2,1,2,2,1,2,6,1,2,1,1,53,3,1,2,14,1,59,1
511,.6465,1,1,2,0,0,0,1,0,0,5,2,1,1,1,1,0,0,0,2,3,2,3,1,2,6,2,2,2,1,62,4,1,2,14,1,93,1
512,1.4244,1,1,2,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,2,1,2,2,5,2,1,2,1,1,1,19,2,1,1,8,1,74,7
513,1.0189,1,2,6,0,0,0,0,1,0,5,2,0,1,0,1,0,0,0,6,3,2,2,2,2,6,1,4,1,1,44,3,1,2,11,1,23,1
514,1.0415,1,1,6,0,1,0,0,0,0,5,2,0,0,0,1,0,0,0,2,1,2,2,1,3,6,1,2,1,1,41,2,1,1,15,1,91,1
515,1.341,1,1,5,0,0,0,0,1,0,4,2,0,1,1,0,0,0,0,4,2,1,2,2,2,6,2,3,1,1,42,2,1,1,11,1,22,1
517,1.0406,1,1,6,0,0,0,1,0,0,5,3,1,1,1,0,0,0,0,2,3,1,3,1,2,6,1,2,1,1,55,2,1,2,10,1,32,1
518,1.0291,1,1,6,0,0,0,1,0,0,5,3,0,0,0,1,0,0,0,6,3,3,3,5,3,6,1,2,1,1,55,2,1,2,8,0,45,1
519,.8029,1,2,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,3,6,2,3,1,2,85,3,1,2,10,1,43,5
520,.9848,1,1,6,0,0,1,0,0,0,5,3,0,0,1,1,0,0,0,6,3,2,3,5,2,6,1,3,1,1,40,3,1,2,15,1,23,1
521,.9286,1,2,6,0,0,0,1,0,0,5,3,1,0,0,1,0,0,0,6,3,3,3,5,2,6,2,5,2,2,76,2,1,2,11,1,54,5
522,.3605,1,2,6,0,0,0,0,1,0,5,3,0,0,0,1,0,0,0,6,3,3,3,1,3,6,1,5,1,1,72,2,5,2,14,1,16,5
523,1.2349,1,1,2,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,2,3,2,3,5,1,6,1,2,1,1,19,2,1,2,13,1,54,7
524,.9848,1,2,6,0,0,0,1,0,0,5,3,0,1,0,0,0,0,0,2,1,2,2,1,2,5,1,3,1,2,43,3,1,2,17,1,22,1
525,.9547,1,1,2,1,1,1,0,0,0,5,2,1,0,0,0,0,0,0,2,1,2,2,1,2,6,1,2,1,1,54,3,1,1,18,1,57,1
526,1.073,1,1,6,1,0,0,0,0,0,5,3,0,1,0,1,0,0,0,2,1,1,3,1,2,6,2,2,2,1,43,2,1,2,17,0,35,7
527,.6827,1,2,2,0,1,0,0,0,0,5,2,0,0,0,1,0,0,0,2,3,2,2,2,2,6,2,4,2,1,72,4,1,2,11,1,14,5
528,.8405,1,2,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,1,3,6,2,5,2,2,51,2,1,2,6,1,92,2
530,1.1101,1,1,2,0,0,0,1,0,0,5,3,0,0,0,1,0,0,0,6,3,1,3,1,2,6,1,1,1,1,33,2,1,2,9,0,31,7
531,.8412,1,1,5,1,0,0,0,0,0,4,2,0,0,0,1,0,0,0,2,1,2,2,2,2,3,1,1,1,1,36,4,1,1,14,1,93,2
532,.3212,1,1,2,0,0,0,1,0,0,1,2,1,1,1,1,0,0,0,2,3,2,2,1,2,6,1,2,1,1,68,4,5,1,14,1,74,1
533,.7607,1,1,2,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,2,3,3,3,1,3,6,2,3,2,1,78,3,1,1,13,1,74,5
534,1.0953,1,1,5,1,0,0,0,0,0,5,2,0,1,0,1,0,0,0,2,2,2,2,1,3,6,1,2,1,1,44,3,1,2,8,1,31,1
535,.6924,1,2,5,1,0,0,0,0,0,5,3,0,0,0,1,0,0,0,2,3,1,1,1,2,6,2,4,2,2,70,2,1,2,13,1,93,5
536,.9372,1,3,2,0,0,0,1,0,0,4,1,0,1,0,0,0,0,0,6,1,3,2,2,2,6,2,5,2,2,78,2,1,1,8,1,21,5
537,.6118,1,1,2,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,2,3,1,3,1,2,1,1,1,1,1,61,3,1,2,13,1,93,1
538,.9605,1,1,2,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,6,3,2,2,1,2,6,1,2,2,1,65,3,4,1,10,1,86,5
539,.728,1,1,2,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,2,1,2,2,1,2,1,1,1,1,1,70,4,1,1,16,1,74,1
540,.8357,1,1,5,0,0,0,1,0,0,5,3,1,0,0,1,0,0,0,6,1,1,3,1,2,6,1,2,1,1,40,4,4,2,14,1,85,1
541,1.4125,1,1,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,2,3,2,3,5,2,6,1,1,1,2,57,2,4,1,15,1,74,1
542,.8438,1,2,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,3,6,2,4,2,2,39,3,1,1,1,1,92,4
543,1.0392,1,2,1,0,0,0,1,0,0,5,2,1,1,1,1,0,0,0,2,1,2,-1,1,2,6,1,3,1,1,52,1,1,2,2,1,56,1
544,.5451,1,1,2,1,0,1,0,0,0,5,2,1,0,0,0,0,0,0,6,3,2,3,1,2,6,1,2,1,1,61,4,1,2,7,1,62,5
545,.9406,1,1,6,0,0,0,1,0,0,5,2,0,0,0,1,0,0,0,2,1,1,1,5,2,6,1,2,1,2,39,3,1,2,13,1,23,1
546,1.0689,1,1,6,0,1,0,0,0,0,5,3,0,1,1,0,0,0,0,4,1,2,3,2,1,3,1,2,1,2,56,2,1,2,8,1,21,1
547,1.6183,1,1,6,0,0,0,1,0,0,5,3,0,0,0,0,1,0,0,6,3,2,3,1,2,6,1,2,1,1,27,3,2,2,8,1,59,1
548,.8453,1,3,6,0,0,0,1,0,0,5,3,0,1,1,0,0,0,0,6,3,3,3,2,2,6,1,3,1,1,64,2,1,2,11,1,23,5
550,1.1368,1,1,2,0,0,0,1,0,0,5,3,0,0,0,1,0,0,0,2,3,3,3,1,2,6,1,1,1,1,59,4,2,2,18,1,62,1
551,.8005,1,1,6,1,0,0,0,0,0,5,3,0,1,0,0,0,0,0,2,3,1,2,5,3,6,2,4,2,2,68,3,1,1,14,1,22,5
553,.9724,1,1,5,0,0,0,0,1,0,5,2,0,1,0,0,0,0,0,6,3,2,1,2,2,6,1,3,1,2,65,3,2,1,16,1,93,5
554,.8059,1,1,6,0,0,0,0,1,0,5,3,0,0,0,1,0,0,0,6,3,2,3,1,2,6,1,2,1,1,58,3,1,2,7,0,31,1
555,1.3646,1,1,5,0,0,0,1,0,0,4,2,0,0,0,1,0,0,0,6,3,1,3,2,2,2,1,1,1,1,49,3,2,2,11,0,56,1
556,1.8948,1,1,6,0,0,0,1,0,0,3,2,1,0,1,0,0,0,0,2,3,2,3,5,2,6,1,2,1,1,21,2,2,1,16,1,23,1
557,.6613,1,1,6,0,0,0,1,0,0,5,2,0,0,0,0,0,1,0,6,1,3,2,1,2,6,1,1,1,2,65,3,1,1,7,1,59,5
558,.9433,1,1,2,0,0,1,0,0,0,5,2,1,0,0,0,0,0,0,2,1,2,2,1,2,1,1,2,1,1,41,4,1,1,15,1,58,1
559,.81,1,1,2,0,0,0,1,0,0,5,2,0,0,0,0,0,1,0,2,3,2,2,5,2,6,1,2,1,1,58,3,1,2,17,1,87,7
560,.7404,1,1,2,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,2,1,2,2,1,2,6,1,2,1,1,48,4,1,2,16,1,91,1
561,.8653,1,1,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,1,2,2,5,2,6,2,2,2,1,67,2,1,1,12,1,23,2
562,.8447,1,1,5,0,1,0,0,0,0,5,2,1,0,0,0,0,0,0,2,3,1,2,1,2,6,1,2,1,1,82,3,1,1,19,0,54,5
563,1.1483,1,1,6,0,0,0,0,1,0,5,3,1,0,0,0,0,0,0,6,3,2,3,1,3,6,1,2,1,1,22,3,1,2,17,1,21,1
565,1.4945,1,1,6,1,0,1,0,0,0,3,3,0,0,1,0,0,0,0,6,3,2,3,5,2,6,1,1,2,1,19,2,4,1,7,1,59,6
566,.9056,1,1,6,0,0,0,0,1,0,5,3,0,0,0,1,0,0,0,6,3,2,1,1,1,6,1,2,1,1,39,3,1,2,12,0,35,1
567,.9473,1,5,6,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,2,3,3,3,1,3,6,2,5,2,2,58,2,1,2,6,1,23,1
569,2.0769,1,1,5,0,0,1,0,0,0,4,2,0,0,0,1,0,0,0,6,3,3,2,4,2,3,2,4,3,2,58,1,4,1,19,0,85,4
572,.913,1,1,6,0,0,0,0,1,0,5,3,1,0,0,0,0,0,0,6,3,3,3,1,2,6,1,2,1,1,51,3,1,2,16,1,21,1
573,.8412,1,1,6,1,1,1,0,0,0,5,2,1,1,1,1,0,0,0,6,1,2,2,1,1,6,1,2,1,1,43,4,1,1,16,1,93,2
574,.7531,1,1,6,0,0,0,0,1,0,5,3,1,0,1,0,0,0,0,6,3,3,2,1,2,5,1,2,2,2,72,4,1,1,11,1,58,5
575,.2865,1,1,6,1,0,1,0,0,0,5,3,1,0,1,1,0,0,0,2,3,2,3,1,2,6,1,2,1,1,64,4,5,1,15,1,91,1
576,.856,1,4,2,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,6,1,2,1,1,1,6,1,5,2,2,86,1,1,2,13,1,59,5
577,.9002,1,1,2,0,0,0,1,0,0,5,3,1,1,1,1,0,0,0,6,3,3,3,2,2,6,1,2,1,1,43,4,1,2,19,1,21,1
578,.9002,1,1,2,0,0,0,1,0,0,3,2,1,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,32,4,1,2,17,1,23,1
579,1.1186,1,1,6,1,0,1,0,0,0,5,3,1,0,1,1,0,0,0,6,3,2,3,1,2,6,1,1,1,1,21,2,1,1,5,1,42,1
580,.7443,1,2,6,0,0,0,0,1,0,5,2,0,1,1,0,0,0,0,2,3,1,2,1,2,6,2,4,2,2,74,3,1,1,13,1,41,5
582,1.0608,1,1,6,0,0,0,0,1,0,5,3,0,0,1,0,0,0,0,2,3,3,3,1,2,6,1,1,2,1,50,2,1,2,12,1,41,1
583,.9195,1,1,6,0,0,0,0,1,0,5,3,0,0,0,1,0,0,0,6,3,1,3,5,3,6,1,2,1,1,58,3,1,2,11,1,33,1
584,1.9566,2,4,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,1,3,6,1,5,2,2,46,1,4,1,8,1,93,3
585,1.0281,1,4,2,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,3,6,2,5,2,2,81,1,1,1,10,1,59,5
586,.8264,1,2,1,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,2,1,2,1,5,1,1,1,2,1,1,66,2,1,1,2,1,55,6
587,.6713,1,2,6,0,0,0,0,1,0,5,3,0,0,0,0,1,0,0,6,3,2,2,5,2,6,1,5,1,2,66,3,1,2,13,1,34,5
588,1.1,1,1,6,0,1,0,0,0,0,5,3,1,0,1,0,0,0,0,6,1,2,3,1,2,6,1,1,1,1,30,4,2,1,13,1,93,1
590,.6565,1,1,2,0,0,0,1,0,0,5,2,0,0,0,1,0,0,0,6,3,3,3,5,3,6,1,2,2,2,69,4,1,2,14,1,62,1
591,1.0731,1,1,6,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,2,3,2,2,5,2,6,1,1,1,2,40,3,1,1,11,1,22,1
592,.9083,1,1,6,0,0,0,0,1,0,5,1,0,0,1,0,0,0,0,4,1,2,1,5,2,6,1,2,1,1,55,3,1,2,16,1,59,5
594,1.2332,1,1,2,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,6,1,2,2,1,2,2,1,1,1,1,38,4,4,1,16,1,74,1
595,1.2441,1,2,6,0,0,0,0,1,0,5,3,0,0,1,0,0,0,0,6,3,2,3,5,2,6,2,3,1,2,62,2,2,2,8,1,31,1
596,.9489,1,1,3,0,0,0,0,1,0,5,1,0,0,0,0,0,1,0,6,3,2,1,5,1,6,1,1,1,1,31,2,1,1,1,1,31,6
597,.6057,1,1,2,0,0,0,1,0,0,5,2,1,1,1,1,0,0,0,2,2,3,2,2,2,3,1,2,1,1,66,4,1,2,11,1,93,5
598,1.5212,1,1,6,0,1,0,0,0,0,5,2,0,1,0,0,0,0,0,2,2,2,3,1,2,6,1,1,1,1,25,3,2,2,5,0,64,1
599,1.5594,1,1,2,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,2,1,1,2,1,2,6,1,2,1,1,20,2,4,2,8,1,93,4
600,1.3206,2,1,3,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,1,2,2,1,1,1,1,1,1,1,25,3,4,1,6,1,59,3
601,.6827,1,1,6,0,0,0,1,0,0,5,2,1,1,1,1,0,0,0,6,3,2,2,1,2,5,1,2,1,1,62,4,1,2,10,1,23,1
602,1.0218,1,1,2,1,1,1,0,0,0,1,2,1,0,0,0,0,0,0,2,1,2,2,2,2,1,1,1,1,1,26,4,1,2,16,1,35,1
604,1.091,1,1,6,0,0,0,1,0,0,5,2,0,1,1,1,0,0,0,6,3,2,2,1,2,6,1,2,1,1,34,3,4,2,13,1,93,1
605,.8539,1,1,5,0,0,0,0,1,0,5,2,0,0,1,0,0,0,0,6,1,2,2,1,2,3,1,2,1,1,45,4,1,1,19,1,42,1
606,1.1368,1,1,6,0,0,0,0,1,0,5,2,0,0,1,0,0,0,0,6,2,2,2,5,2,6,1,1,1,1,55,4,2,2,16,1,56,1
607,1.1483,1,1,6,0,0,0,1,0,0,5,2,1,0,1,0,0,0,0,2,1,2,2,1,2,1,1,2,1,1,22,3,1,2,19,1,23,1
608,1.4561,1,1,6,0,0,0,0,1,0,5,3,0,0,0,0,0,0,1,6,3,3,3,2,2,1,1,2,1,1,51,2,2,2,8,1,54,1
609,1.0804,1,1,2,0,0,0,1,0,0,5,2,1,1,1,1,0,0,0,2,2,1,3,1,2,6,2,2,2,1,59,2,1,1,15,1,59,1
610,1.1258,1,1,4,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,2,3,2,3,5,3,6,1,2,1,1,27,2,1,1,2,1,85,2
611,1.2077,1,3,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,3,6,2,5,2,2,56,2,1,1,9,1,31,1
612,.923,1,1,6,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,1,2,1,3,2,1,1,2,1,1,39,4,1,1,19,1,33,1
613,1.1499,1,2,6,0,0,0,1,0,0,5,3,0,1,1,0,0,0,0,2,2,3,2,2,2,6,2,4,2,1,57,1,4,1,9,1,93,4
614,.9967,1,1,6,0,0,0,1,0,0,5,1,0,1,0,0,0,0,0,2,3,1,2,2,2,2,1,2,1,1,60,4,2,1,18,1,52,1
615,1.1739,1,2,2,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,3,6,1,3,1,1,44,2,1,1,15,1,22,1
616,1.2868,1,1,5,0,0,0,1,0,0,5,3,0,0,0,1,0,0,0,6,1,3,3,1,2,6,1,3,1,1,20,2,1,1,13,1,46,1
617,.8125,1,1,2,0,1,0,0,0,0,5,2,0,0,0,1,0,0,0,2,1,1,3,5,2,6,1,3,1,2,66,1,1,1,1,1,93,7
619,1.2166,1,2,2,0,0,0,1,0,0,3,2,1,0,0,1,0,0,0,2,1,2,2,2,2,1,1,3,1,1,23,3,1,1,16,1,54,7
620,1.0708,1,3,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,3,6,1,5,2,2,40,2,1,1,1,1,56,7
621,.9693,1,4,6,0,0,0,1,0,0,5,3,0,0,0,0,0,0,1,6,3,1,2,5,2,6,1,4,1,2,48,2,1,1,2,1,33,6
622,.8833,1,2,3,0,0,0,0,1,0,5,2,0,1,1,1,0,0,0,6,3,2,2,5,2,6,2,4,2,2,55,3,1,2,6,0,61,7
623,1.1196,1,2,5,0,0,0,0,1,0,5,1,0,0,0,1,0,0,0,6,3,1,3,5,2,6,1,2,1,1,32,3,2,2,4,1,21,1
624,1.6427,2,1,2,0,0,0,1,0,0,2,3,0,0,0,1,0,0,0,6,3,2,3,2,2,5,1,2,1,1,42,3,4,2,11,1,21,2
625,.3605,1,1,6,0,0,0,1,0,0,5,3,0,0,1,1,0,0,0,4,3,2,3,2,2,6,2,2,1,2,76,2,5,2,14,1,23,5
626,1.0196,1,2,6,0,0,0,1,0,0,5,2,0,0,0,0,0,1,0,6,2,2,2,5,2,6,1,5,1,2,24,4,1,1,4,1,74,1
627,.8412,1,1,2,1,0,0,0,0,0,5,3,0,1,1,1,0,0,0,2,1,2,2,1,3,6,1,1,1,1,37,4,1,1,14,1,88,1
628,.7575,1,1,3,1,1,1,0,0,0,4,1,0,1,1,0,0,0,0,4,1,2,2,2,2,1,1,1,1,1,61,3,1,2,13,1,63,1
630,.8424,1,1,2,0,0,0,0,1,0,5,2,0,0,0,0,0,1,0,2,1,2,2,1,2,6,1,2,1,2,62,2,1,1,13,1,31,5
631,.8001,1,2,6,0,0,0,1,0,0,5,3,1,1,1,1,0,0,0,2,3,3,3,1,3,6,2,4,2,2,45,4,1,1,5,1,62,1
632,.9481,1,1,2,0,0,0,1,0,0,5,2,0,0,1,0,0,0,0,2,1,2,2,1,2,1,1,2,1,2,39,4,1,1,18,1,22,1
633,.728,1,1,6,1,0,0,0,0,0,5,3,0,0,0,1,0,0,0,2,3,3,1,2,2,6,1,2,1,2,63,4,1,1,19,1,62,5
634,.8771,1,1,6,0,0,0,1,0,0,5,2,0,0,0,0,0,1,0,2,3,2,2,1,2,6,1,1,1,1,59,4,1,1,19,1,21,1
635,1.0571,1,1,6,0,0,0,0,1,0,5,3,0,0,1,0,0,0,0,6,3,3,1,5,3,6,2,1,1,1,27,4,1,2,9,1,33,7
636,1.3783,1,1,2,0,0,0,1,0,0,5,2,0,0,1,1,0,0,0,2,3,2,2,5,3,6,1,1,1,1,19,2,1,1,10,0,47,1
637,1.5291,1,1,2,0,0,0,1,0,0,1,2,1,0,1,1,0,0,0,2,1,2,2,1,2,1,1,1,1,1,31,4,3,1,16,1,21,1
638,.9342,1,1,6,0,0,0,0,1,0,5,3,0,0,0,1,0,0,0,2,3,3,3,5,3,5,1,2,1,1,54,3,1,1,15,1,33,1
639,1.349,1,3,1,1,0,0,0,0,0,5,2,0,0,0,1,0,0,0,2,1,1,2,1,2,1,2,5,2,2,55,3,2,1,12,1,43,1
640,.9848,1,1,6,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,2,3,3,3,5,2,6,1,2,1,1,44,3,1,2,14,1,22,1
641,1.1425,1,2,6,0,0,0,0,1,0,4,2,0,0,1,0,0,0,0,1,2,3,1,3,1,1,2,3,3,1,31,2,4,2,14,1,93,1
642,.8138,1,2,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,1,3,6,2,4,2,2,65,4,1,1,11,1,41,5
643,.5318,1,1,6,0,0,0,1,0,0,5,3,1,1,1,1,0,0,0,2,3,3,3,1,2,6,2,3,2,2,71,3,1,2,4,1,86,5
644,1.2702,1,1,2,0,0,0,1,0,0,5,2,0,0,0,1,0,0,0,2,2,2,2,2,2,6,1,2,1,1,21,2,1,1,11,1,93,1
646,.7212,1,2,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,2,1,2,3,2,2,6,2,4,2,1,65,2,1,2,4,0,41,1
647,1.0455,1,1,2,0,0,0,0,1,0,4,2,0,0,0,0,0,1,0,6,3,1,-1,1,3,6,1,2,1,1,51,2,1,1,16,0,42,1
648,1.2652,1,1,6,0,0,0,0,1,0,5,3,0,0,1,1,0,0,0,6,3,2,1,2,2,6,1,2,1,1,19,2,1,2,17,1,42,4
649,1.4278,1,2,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,2,3,5,3,6,2,5,2,1,38,3,1,1,6,0,81,2
650,1.0062,1,1,6,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,2,1,2,1,2,2,6,1,2,2,1,28,3,1,2,5,0,55,1
652,.8722,1,1,6,0,0,0,0,1,0,5,2,0,1,0,0,0,0,0,2,1,2,2,2,2,6,1,2,1,1,68,2,1,1,14,0,41,5
653,.957,1,1,2,1,1,0,0,0,0,5,2,1,0,1,1,0,0,0,6,3,2,1,1,2,6,1,1,1,1,33,4,1,2,15,0,34,1
654,1.2615,1,1,6,0,0,0,0,1,0,4,3,1,0,1,1,0,0,0,6,3,3,3,5,3,6,1,2,1,1,29,3,1,2,14,1,61,1
656,1.4129,1,1,6,0,0,1,0,0,0,1,3,0,1,1,1,0,0,0,2,3,2,2,1,3,6,2,2,1,1,43,3,2,1,15,1,52,1
657,1.0372,1,1,2,0,0,0,1,0,0,2,3,0,1,0,1,0,0,0,6,1,3,2,5,2,6,2,1,2,1,50,2,1,1,13,1,14,7
658,.6424,1,1,5,0,0,0,1,0,0,5,3,1,0,1,1,0,0,0,6,3,3,3,1,2,6,1,2,1,1,65,4,1,2,15,1,41,5
659,.7793,1,2,6,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,2,3,2,3,1,3,6,2,4,2,2,68,3,1,1,14,1,43,5
660,.9286,1,2,6,0,0,0,0,1,0,5,3,0,0,1,1,0,0,0,2,3,3,3,1,3,6,1,4,2,2,65,2,1,2,9,1,61,5
661,.9494,1,1,2,0,0,1,0,0,0,5,3,1,1,1,0,0,0,0,6,1,3,3,5,3,6,1,2,1,1,30,4,1,2,12,1,14,1
662,.9013,1,5,2,0,0,0,0,1,0,5,3,0,0,1,1,0,0,0,2,3,1,3,2,3,6,2,5,2,2,79,2,1,1,16,1,52,5
663,1.3768,1,1,6,0,0,0,0,1,0,5,3,0,0,0,1,0,0,0,6,3,1,3,5,3,6,1,5,2,1,25,2,1,1,15,1,55,2
