CaseID,weight,XSPANISH,INTERNET,Q1,Q2_A,Q2_B,Q2_C,Q2_D,Q2_E,Q2_Refused,Q3,Q4,Q5_A,Q5_B,Q5_C,Q5_D,Q5_E,Q5_F,Q5_Refused,Q7,Q9,Q10,Q11,Q12,Q13,Q14,INTMOB,INTFREQ,SMART1,SNSINT2,PPAGE,PPEDUCAT,PPETHM,PPGENDER,PPINCIMP,PPMSACAT,PPSTATEN,PPWORK
664,.8539,1,1,2,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,2,1,2,2,1,2,5,1,1,2,2,54,4,1,1,14,1,35,1
665,.9433,1,1,2,0,0,0,1,0,0,1,2,1,1,1,1,0,0,0,2,1,3,2,1,2,6,1,2,1,1,35,4,1,1,14,1,61,1
666,.7988,1,2,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,2,3,3,3,2,2,6,1,5,1,1,68,4,1,1,10,0,58,5
667,1.1815,2,1,5,0,0,0,0,1,0,5,2,0,0,0,1,0,0,0,6,3,3,2,4,2,6,1,3,2,1,67,1,4,2,4,1,93,1
668,1.2299,1,1,6,0,0,0,1,0,0,5,2,0,1,0,0,0,0,0,6,2,1,2,1,1,6,1,1,1,1,40,1,1,1,12,1,63,1
669,1.1107,1,4,5,0,0,0,1,0,0,5,3,0,1,1,0,0,0,0,6,3,2,2,5,2,6,2,5,2,2,54,2,1,2,15,1,42,2
670,.9009,1,1,2,0,0,0,1,0,0,5,2,1,1,1,1,0,0,0,2,1,2,2,1,2,6,1,2,1,1,44,4,1,1,13,1,71,1
671,1.9759,1,2,6,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,6,2,3,3,1,2,1,1,1,2,1,26,1,2,2,8,1,31,6
672,1.1712,1,2,6,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,2,1,3,3,5,2,6,2,4,2,2,33,4,2,2,12,1,56,2
673,.8888,1,1,2,1,1,0,0,0,0,5,2,1,1,1,1,0,0,0,2,1,2,2,2,1,1,1,2,1,1,56,3,1,2,17,1,31,5
674,.9397,1,1,2,0,0,0,1,0,0,5,2,0,0,1,0,0,0,0,6,2,2,2,1,2,6,1,2,1,1,55,3,1,2,8,1,63,1
675,1.4854,1,2,6,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,2,3,2,3,2,2,6,1,4,1,1,18,1,1,1,15,1,43,1
676,.8423,1,1,2,0,0,0,1,0,0,5,3,1,0,1,1,0,0,0,2,3,3,3,1,2,6,1,2,1,1,39,4,1,2,12,1,93,1
677,.9942,1,1,2,0,0,0,0,1,0,5,2,1,1,0,1,0,0,0,6,1,2,2,2,2,6,1,2,1,1,56,1,1,1,1,1,21,1
678,1.0571,1,1,2,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,2,1,2,2,1,2,4,1,1,1,1,27,4,1,2,8,1,35,1
679,1.1531,1,1,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,3,6,1,1,2,1,31,2,1,2,9,1,22,1
680,1.0363,1,1,2,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,3,6,1,2,1,1,39,2,1,2,13,1,41,1
681,1.77,2,2,1,0,0,0,1,0,0,5,1,0,0,1,0,0,0,0,6,1,3,3,5,3,6,2,3,2,2,52,1,4,1,6,1,22,1
682,.992,1,2,2,0,0,0,1,0,0,1,2,1,1,1,0,0,0,0,2,3,2,2,5,3,6,1,2,1,1,44,4,4,1,19,1,21,1
683,1.9114,2,1,6,0,0,0,0,1,0,5,3,0,1,1,0,0,0,0,6,3,3,3,5,2,6,1,1,1,1,27,2,4,2,3,1,74,7
684,1.4345,1,1,6,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,3,2,2,2,1,2,5,1,2,1,1,27,4,3,2,12,1,91,1
685,.6424,1,1,6,1,0,0,0,0,0,5,2,1,0,0,0,0,0,0,2,3,2,2,1,2,6,2,2,2,1,64,4,1,2,15,1,33,6
686,.8059,1,2,6,0,0,0,1,0,0,5,2,0,0,1,0,0,0,0,6,3,2,3,1,2,6,2,4,2,1,56,3,1,2,6,0,41,4
687,1.4146,1,1,-1,1,0,0,0,0,0,5,2,1,1,1,1,0,0,0,5,1,2,2,1,2,1,1,1,1,1,51,4,3,1,16,1,21,1
688,.6075,1,1,6,0,0,0,0,1,0,5,2,0,0,0,0,0,0,1,5,3,2,3,1,3,6,1,1,1,2,23,2,5,1,17,1,59,2
689,1.0476,1,1,6,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,2,3,2,3,5,2,6,1,2,1,2,52,3,1,1,10,0,59,1
690,.7937,1,1,2,0,0,0,0,1,0,5,2,1,0,0,0,0,0,0,6,1,2,2,2,2,6,1,1,1,1,56,3,1,1,12,0,16,1
691,1.2847,1,1,2,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,2,1,2,2,1,2,6,1,3,1,2,19,2,4,1,15,1,87,1
692,1.0937,1,1,6,0,0,0,1,0,0,5,3,0,1,1,0,0,0,0,6,1,2,3,1,2,6,1,4,1,2,57,2,1,1,9,1,32,6
693,.6565,1,1,5,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,6,1,2,2,1,2,6,1,2,1,1,61,4,1,2,16,1,51,1
694,.6964,1,1,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,1,2,3,5,2,6,1,3,1,1,68,4,1,2,19,0,73,5
695,.6924,1,3,6,0,0,0,1,0,0,5,3,1,1,1,1,0,0,0,4,3,3,3,1,2,6,1,2,1,1,73,2,1,2,13,1,86,5
696,.9481,1,1,5,0,0,0,1,0,0,2,1,1,1,1,1,0,0,0,2,1,2,2,2,2,4,1,2,1,1,32,4,1,1,15,1,22,1
697,1.2166,1,1,6,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,6,1,2,3,1,2,5,1,2,1,1,22,3,1,1,18,1,58,4
698,1.0218,1,1,2,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,1,1,24,4,1,2,19,1,31,4
699,.8535,1,2,5,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,2,3,3,2,2,2,6,2,2,2,1,54,2,1,2,7,1,51,1
700,1.6144,1,1,6,0,0,0,0,1,0,5,3,0,0,1,0,0,0,0,6,3,2,2,5,2,6,2,1,1,2,19,2,4,2,13,1,59,4
701,.9325,1,1,5,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,2,1,2,2,1,2,3,1,2,1,2,60,2,1,1,11,1,74,1
702,1.5348,1,1,6,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,3,6,2,5,2,2,36,1,2,2,1,1,74,4
704,1.4782,2,1,6,0,0,0,1,0,0,5,3,0,1,1,1,0,0,0,6,1,1,3,1,2,6,1,1,1,1,61,1,4,1,11,1,86,7
705,.719,1,1,6,0,0,0,1,0,0,5,2,0,0,0,0,0,1,0,4,3,2,3,5,2,6,1,2,2,1,73,3,1,2,9,0,35,5
707,1.153,1,1,6,0,0,0,1,0,0,4,3,1,1,1,1,0,0,0,2,3,3,1,5,2,6,1,1,1,1,19,2,1,2,15,1,93,1
708,.9433,1,1,2,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,2,1,2,2,1,1,1,1,1,1,1,42,4,1,1,17,1,62,1
709,1.1483,1,1,4,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,6,2,2,3,2,2,5,1,2,1,1,20,3,1,2,16,1,14,1
710,.8259,1,1,6,0,0,0,1,0,0,5,2,0,0,0,0,0,1,0,6,3,1,3,5,2,6,1,2,1,1,49,2,1,2,6,0,31,2
711,.5194,1,1,6,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,2,1,2,2,5,2,1,1,2,1,1,20,3,5,1,17,0,34,1
712,.7416,1,2,6,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,2,3,3,3,1,3,6,2,4,2,2,75,4,1,1,8,1,93,5
713,.8579,1,1,6,0,0,0,0,1,0,5,3,1,1,1,1,0,0,0,2,1,2,2,5,2,6,1,2,1,1,52,2,1,2,7,1,11,1
715,.7317,1,1,6,0,0,0,1,0,0,5,1,0,0,0,1,0,0,0,2,2,1,3,1,2,6,1,3,1,2,76,4,1,1,15,1,23,5
716,1.3376,1,1,6,0,0,0,1,0,0,5,1,0,0,1,0,0,0,0,2,3,2,3,1,2,6,1,1,1,1,29,2,1,2,8,1,63,7
717,1.2813,1,1,2,0,1,0,0,0,0,5,1,0,1,1,0,0,0,0,1,2,1,1,1,2,6,1,2,1,1,36,3,2,2,13,1,52,4
718,.6492,1,1,2,0,0,0,1,0,0,1,2,1,1,1,0,0,0,0,2,1,2,2,1,2,1,1,2,1,1,60,4,1,1,15,1,87,1
719,.728,1,1,2,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,6,3,2,2,1,3,6,2,3,2,2,78,4,1,1,17,1,59,5
721,1.9153,2,2,6,1,0,1,0,0,0,5,3,1,0,1,1,0,0,0,6,3,2,3,5,2,6,1,3,2,1,43,1,4,1,10,1,93,2
722,.9167,1,2,6,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,6,3,2,2,2,2,6,2,3,2,1,54,2,1,2,16,1,85,1
723,.7782,1,1,2,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,2,2,2,2,1,2,6,1,5,1,1,49,4,1,1,15,1,93,1
724,.9907,1,1,2,1,0,0,0,0,0,5,2,1,1,1,1,0,0,0,2,1,3,2,1,2,6,1,2,1,1,64,4,1,2,18,0,91,1
725,.3599,1,1,2,1,0,0,0,0,0,5,2,0,0,0,1,0,0,0,2,1,2,1,2,2,5,1,2,1,1,51,4,5,1,13,1,43,1
726,.913,1,1,2,0,0,0,1,0,0,5,2,0,0,1,1,0,0,0,2,1,1,2,1,2,6,1,2,1,1,56,3,1,2,17,1,22,1
727,.9433,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,1,2,2,1,2,1,1,2,1,1,38,4,1,1,19,1,59,2
728,.81,1,1,2,0,0,0,1,0,0,5,2,0,0,1,0,0,0,0,4,1,2,2,1,2,6,1,2,1,1,49,3,1,2,16,1,87,1
729,.8956,1,1,6,0,0,0,1,0,0,5,2,0,0,0,1,0,0,0,2,3,2,2,1,2,1,1,1,1,1,36,4,1,2,15,1,58,1
730,.8539,1,1,2,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,2,1,2,2,1,2,3,1,2,1,1,59,4,1,1,14,1,35,1
731,1.4009,1,2,2,1,0,0,0,0,0,5,3,0,1,0,0,0,0,0,6,1,3,3,1,2,6,1,2,2,1,40,4,2,2,9,1,57,1
732,1.9843,1,1,2,0,0,0,1,0,0,5,2,0,0,0,1,0,0,0,6,3,3,2,1,3,6,1,1,1,1,20,2,1,1,12,0,92,7
733,.8834,1,2,6,0,0,0,0,1,0,5,2,0,0,0,0,0,1,0,6,3,3,1,5,2,6,2,4,2,1,50,2,1,1,4,1,86,6
734,.7764,1,1,2,0,0,0,1,0,0,5,2,0,0,0,0,0,0,1,2,2,2,2,4,3,6,2,3,2,2,71,2,1,2,13,1,61,1
735,1.7216,1,1,6,0,0,0,1,0,0,5,1,0,1,1,0,0,0,0,4,3,1,1,1,2,6,1,1,1,1,25,2,2,2,7,0,63,1
736,.7866,1,1,6,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,6,2,3,1,2,2,6,1,3,1,1,66,2,1,2,16,0,46,2
737,1.3415,1,1,6,0,1,0,0,0,0,5,3,0,0,0,1,0,0,0,2,1,2,2,2,2,6,1,1,1,1,34,1,1,2,9,0,58,4
739,.7905,1,1,6,0,0,0,1,0,0,5,-1,0,0,0,0,0,1,0,6,3,2,3,2,2,6,1,5,1,1,71,2,1,2,4,0,74,5
740,.8702,2,1,1,0,1,0,0,0,0,4,3,0,0,1,0,0,0,0,6,1,1,3,5,2,5,1,2,2,1,61,4,4,1,8,1,59,5
741,1.0838,1,1,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,2,2,5,2,6,1,3,1,1,73,3,1,2,16,0,94,1
742,1.1177,1,1,2,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,2,1,2,2,2,2,2,1,1,1,1,24,4,1,1,19,1,21,1
743,1.3783,1,2,6,0,0,0,0,1,0,5,3,0,1,0,1,0,0,0,6,3,3,3,1,3,6,1,4,1,1,21,2,1,1,11,0,35,1
744,1.0406,1,1,6,0,0,0,0,1,0,5,3,0,0,1,1,0,0,0,6,3,2,3,5,3,6,1,2,1,1,54,2,1,2,10,1,42,6
745,.8302,1,1,2,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,2,1,2,2,1,2,6,1,2,1,1,51,4,1,2,17,1,74,1
746,1.0062,1,1,6,0,0,0,0,1,0,5,3,0,0,1,0,0,0,0,6,2,2,2,1,2,6,1,3,1,1,24,3,1,2,7,0,61,1
747,1.1178,1,1,6,0,0,0,0,1,0,5,2,0,0,0,1,0,0,0,4,1,1,2,2,2,6,1,1,1,1,53,2,1,1,9,1,58,1
748,.8124,1,1,6,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,2,1,1,2,1,2,2,1,1,1,1,55,4,1,2,17,1,31,2
749,.8235,1,1,6,0,0,0,1,0,0,5,3,1,1,1,1,0,0,0,6,3,3,3,5,2,6,1,2,1,1,79,2,1,2,12,0,59,5
750,.7782,1,1,5,0,0,1,0,0,0,1,2,0,1,1,1,0,0,0,1,2,2,2,1,2,2,2,2,2,1,50,4,1,1,19,1,93,2
751,.7513,1,1,6,0,1,0,0,0,0,3,1,0,1,1,0,0,0,0,6,1,1,2,1,2,6,1,2,1,1,78,2,1,2,13,0,32,5
752,1.0098,1,1,2,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,2,1,2,2,1,2,5,1,2,1,1,40,3,1,1,15,1,34,1
753,1.0513,1,5,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,3,6,2,5,2,2,40,3,1,1,8,1,93,4
754,1.2996,1,1,6,0,0,0,1,0,0,5,3,1,1,1,1,0,0,0,6,1,2,1,5,2,6,1,2,1,1,18,2,1,2,14,1,23,1
755,1.1691,1,1,6,0,0,0,0,1,0,5,3,1,0,1,1,0,0,0,6,3,3,3,5,3,6,1,2,2,1,85,2,3,2,19,1,93,5
756,1.3349,1,1,6,0,0,0,1,0,0,5,3,0,0,1,1,0,0,0,6,3,2,3,1,2,6,1,-1,1,2,29,3,1,1,8,0,73,1
757,.8623,1,1,6,0,1,0,0,0,0,5,3,1,0,0,0,0,0,0,2,3,3,1,5,2,6,2,3,2,2,57,2,1,1,7,0,23,6
758,1.6929,1,1,2,1,0,0,0,0,0,5,3,0,0,0,1,0,0,0,6,1,2,3,1,2,6,1,1,2,1,27,4,3,2,19,1,22,1
759,.7793,1,2,6,0,0,0,0,1,0,5,2,1,0,1,1,0,0,0,2,2,2,3,1,2,6,1,4,1,2,70,3,1,1,15,1,33,5
762,2.0213,1,1,6,0,0,0,1,0,0,5,3,0,1,1,0,0,0,0,6,1,1,2,2,2,6,1,2,1,2,18,1,2,1,7,0,64,7
765,1.2485,1,1,2,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,2,2,1,2,2,1,6,1,2,1,1,50,3,2,1,13,1,58,6
766,.9145,1,1,2,0,0,0,0,1,0,5,2,0,0,0,0,0,1,0,2,3,2,3,1,2,6,2,2,1,1,61,3,1,1,8,1,23,2
767,1.1966,1,1,6,0,0,0,1,0,0,5,3,0,0,0,1,0,0,0,6,3,3,3,2,2,6,1,3,2,1,56,4,1,2,13,0,84,1
768,.8583,1,2,6,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,6,3,2,3,2,2,6,1,5,1,1,64,4,4,2,14,1,74,1
772,1.2714,1,2,6,0,0,0,0,1,0,5,3,0,0,1,0,0,0,0,6,3,3,3,5,3,6,2,5,2,2,71,2,2,2,9,1,62,5
773,.8802,1,1,2,1,0,0,0,0,0,5,2,0,0,0,0,0,1,0,2,3,2,2,2,3,6,1,2,1,1,41,4,4,1,18,1,94,1
774,.9195,1,1,6,0,0,0,0,1,0,5,3,1,0,0,0,0,0,0,2,3,2,3,5,2,6,1,2,2,1,49,3,1,2,10,1,31,2
776,.9818,1,1,6,0,0,0,0,1,0,5,2,0,1,1,1,0,0,0,6,3,2,2,5,2,6,1,1,1,1,59,2,1,2,13,1,59,5
777,.8411,1,1,2,0,0,0,1,0,0,5,2,0,1,1,1,0,0,0,2,1,3,3,1,1,6,1,2,1,1,58,4,1,2,12,0,61,1
778,.923,1,1,2,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,1,1,2,2,1,2,4,1,2,1,1,31,4,1,1,14,1,47,1
779,.8124,1,1,2,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,2,1,2,2,1,2,1,1,2,1,1,54,4,1,2,17,1,34,1
780,.9358,1,1,2,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,2,1,2,2,1,2,3,1,2,1,1,39,3,1,2,13,1,59,7
781,.9437,1,2,6,0,0,0,1,0,0,5,3,0,0,1,0,0,0,0,-1,1,2,2,5,2,6,1,3,2,1,51,2,1,2,13,0,23,7
782,.9985,1,1,6,0,1,0,0,0,0,5,3,0,0,0,0,0,1,0,6,3,3,3,1,2,6,1,1,1,1,33,2,1,2,9,0,23,7
783,.7123,1,2,6,0,0,0,1,0,0,5,2,0,1,1,1,0,0,0,6,1,1,2,5,2,5,1,5,1,1,70,4,1,1,16,1,34,5
784,.9982,1,1,6,0,0,0,0,1,0,5,3,0,1,1,0,0,0,0,6,3,3,3,5,3,6,2,3,2,1,40,3,1,2,11,1,93,1
785,.8005,1,1,6,0,0,0,1,0,0,1,2,1,1,1,1,0,0,0,2,1,2,2,1,2,6,1,1,1,1,67,3,1,1,16,1,22,6
786,.7759,1,1,6,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,5,1,1,1,2,2,6,1,2,1,1,46,4,1,2,13,1,46,1
787,.6989,1,2,2,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,2,3,3,3,2,2,6,2,5,2,2,90,4,1,1,12,1,22,2
788,1.1695,1,1,6,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,6,1,2,1,1,1,6,1,1,1,1,24,4,4,1,16,1,22,1
790,.8179,1,1,5,0,0,0,1,0,0,1,2,1,0,1,1,0,0,0,2,3,3,3,1,2,6,1,5,1,2,53,3,1,2,9,0,21,1
791,1.5653,1,1,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,2,6,1,2,1,2,57,1,4,1,16,1,21,1
792,.9634,1,1,2,0,0,0,1,0,0,5,3,1,1,1,1,0,0,0,2,3,3,3,1,2,6,1,2,1,1,59,3,1,2,15,0,58,7
793,.8888,1,1,6,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,6,3,2,3,5,2,6,1,2,1,1,52,3,1,2,19,1,43,1
794,.9433,1,1,2,0,0,0,1,0,0,5,2,1,0,0,1,0,0,0,2,1,2,2,1,2,6,1,2,1,1,39,4,1,1,16,1,58,1
795,.6605,1,1,2,0,0,0,1,0,0,5,2,0,0,0,1,0,0,0,2,3,2,2,1,2,6,2,3,1,1,67,2,1,2,7,1,31,5
796,1.0126,1,1,6,0,0,0,1,0,0,5,2,0,1,0,0,0,0,0,2,1,2,2,1,2,4,1,1,1,1,50,3,1,1,16,0,56,2
797,1.112,1,1,2,0,0,0,1,0,0,1,2,1,0,1,1,0,0,0,2,1,2,2,1,2,6,1,2,1,2,29,4,1,1,19,1,62,1
798,.856,1,5,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,1,3,6,2,5,1,2,68,1,1,2,13,1,73,1
799,.7123,1,1,5,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,2,1,2,2,1,2,6,1,2,1,1,63,4,1,1,16,1,33,1
800,1.3249,2,1,5,0,0,0,0,1,0,5,1,0,0,0,0,0,1,0,6,3,3,3,5,1,1,1,1,1,1,63,1,4,2,2,1,73,3
801,1.8073,2,1,6,0,0,0,1,0,0,5,3,1,1,0,0,0,0,0,6,1,3,3,5,2,1,1,2,2,1,38,1,4,2,7,1,74,4
802,1.4854,1,1,6,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,6,1,2,3,5,2,6,1,1,1,1,18,1,1,1,15,1,31,1
803,.7344,1,1,6,0,1,0,0,0,0,5,2,0,0,0,1,0,0,0,2,3,1,2,4,2,6,2,2,2,1,60,4,1,2,12,0,73,1
804,1.0645,1,1,6,0,0,0,1,0,0,4,3,0,0,0,1,0,0,0,6,1,2,2,5,2,6,1,2,1,1,33,2,1,2,12,1,12,2
805,1.3151,2,1,6,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,6,3,3,3,5,3,6,1,1,2,1,61,1,4,1,8,1,47,1
807,1.0804,1,1,6,0,0,0,0,1,0,5,3,1,1,1,1,0,0,0,6,3,3,3,5,3,6,1,2,1,1,45,2,1,1,16,1,74,1
808,.9145,1,1,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,1,6,2,3,2,1,68,3,1,1,11,1,16,5
809,1.0373,1,1,2,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,6,1,2,2,1,2,3,1,1,1,1,39,3,1,1,17,1,22,1
810,.8586,1,1,2,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,2,1,3,2,1,3,1,1,2,1,2,67,4,2,2,13,1,63,1
811,.6424,1,1,6,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,6,3,2,2,5,2,6,1,2,1,1,66,4,1,2,16,1,31,1
812,1.2455,1,1,6,0,0,0,0,1,0,5,3,0,0,1,0,0,0,0,6,3,3,3,1,2,6,1,2,2,1,45,2,1,2,9,0,73,6
814,1.0349,1,2,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,2,3,5,3,6,2,5,2,2,71,2,1,1,10,1,23,5
815,.8738,1,1,5,0,0,0,1,0,0,5,2,1,1,0,0,0,0,0,2,1,2,2,1,2,1,1,2,1,1,39,3,1,2,16,1,84,6
816,.8264,1,2,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,1,3,6,2,4,2,1,66,2,1,1,2,1,58,2
817,1.3741,1,1,6,0,0,0,1,0,0,5,1,0,1,0,0,0,0,0,4,2,1,3,5,2,3,1,1,1,1,33,3,2,1,7,0,64,6
818,.8166,1,3,2,0,0,0,0,1,0,5,1,0,0,1,1,0,0,0,5,1,3,3,1,3,6,2,4,1,2,72,3,2,2,5,1,56,5
820,.9157,1,1,6,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,6,2,2,3,2,2,6,1,1,1,1,35,3,1,2,13,1,33,1
821,1.6548,1,5,6,0,0,0,0,1,0,5,3,0,0,0,0,1,0,0,6,3,1,3,2,2,6,2,5,2,2,59,2,2,1,12,0,54,1
822,.6405,1,4,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,2,2,2,2,1,3,6,2,5,2,2,89,3,1,2,15,1,93,5
823,.9947,1,1,6,0,1,0,0,0,0,5,2,0,0,0,1,0,0,0,6,1,3,2,1,3,6,1,3,2,1,58,2,1,2,15,0,45,2
824,1.6606,1,1,6,0,0,0,1,0,0,5,1,0,1,0,0,0,0,0,2,1,2,3,1,2,6,1,2,1,1,29,2,4,1,8,1,93,1
825,.6405,1,1,2,0,1,0,0,0,0,1,2,1,1,0,1,0,0,0,2,3,1,2,1,3,2,2,2,1,1,62,3,1,2,17,1,86,3
826,.7219,1,2,5,0,0,0,1,0,0,4,2,0,0,1,1,0,0,0,2,3,2,2,1,2,6,1,5,1,2,71,3,1,2,15,1,21,5
827,.8726,1,1,5,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,2,3,3,3,1,2,6,1,2,1,2,56,4,1,1,15,1,72,5
828,1.518,1,1,6,0,0,0,1,0,0,3,2,0,0,0,0,0,1,0,2,2,2,3,1,3,3,1,2,1,1,18,1,1,1,16,1,54,4
829,.9798,1,1,6,0,0,0,1,0,0,5,3,0,1,1,0,0,0,0,6,3,2,1,5,2,6,1,2,1,1,35,3,1,2,16,1,73,1
832,.6565,1,1,6,0,0,0,1,0,0,5,3,0,0,0,1,0,0,0,6,1,2,2,2,2,5,1,1,1,1,70,4,1,2,16,1,57,5
833,.8671,1,1,6,0,0,0,0,1,0,5,3,0,0,0,0,0,1,0,6,3,3,3,5,3,6,1,2,1,1,23,4,1,2,6,1,59,1
